alcohol_diff,chlorides_diff,citric acid_diff,density_diff,fixed acidity_diff,free sulfur dioxide_diff,pH_diff,residual sugar_diff,sulphates_diff,total sulfur dioxide_diff,volatile acidity_diff,Target
-2.0,0.017,0.019999999999999962,0.0023200000000000998,-0.5,17.0,0.3599999999999999,-3.1,0.20000000000000007,47.0,-0.16999999999999998,1
1.1999999999999993,-0.008999999999999994,0.019999999999999962,-0.0048200000000000465,-0.7999999999999998,-12.0,0.48999999999999977,-9.6,-0.029999999999999916,-22.0,0.09000000000000002,1
-1.6999999999999993,-0.010999999999999996,-0.2,0.0018000000000000238,0.10000000000000053,-1.0,0.10000000000000009,0.40000000000000013,0.14000000000000007,35.0,0.010000000000000009,1
1.733333329999999,-0.021,0.11000000000000004,-0.0013400000000000079,0.20000000000000018,-17.0,-0.11999999999999966,0.7,0.47,-19.0,0.010000000000000009,0
3.93333333,-0.023999999999999997,0.09000000000000002,-0.009500000000000064,-1.4000000000000004,-21.0,0.14000000000000012,-12.8,0.44999999999999996,-111.0,0.08000000000000002,1
2.1333333299999993,-0.014000000000000002,0.10000000000000003,-0.0036000000000000476,-0.2999999999999998,10.0,-0.029999999999999805,-4.0,0.54,-15.0,-0.07999999999999996,0
4.133333329999999,-0.046,0.040000000000000036,-0.008500000000000063,-1.4000000000000004,-35.0,0.23000000000000043,-11.5,0.47,-96.0,0.020000000000000018,1
2.6333333299999993,-0.008999999999999998,0.10000000000000003,-0.0028200000000000447,-1.5,-9.0,0.1900000000000004,0.5,0.2699999999999999,2.0,0.04000000000000001,1
1.93333333,-0.018,0.07,-0.002020000000000133,-1.0999999999999996,-16.0,0.13000000000000034,0.5,0.19999999999999996,-15.0,0.060000000000000026,1
1.733333329999999,-0.019,0.2,-0.0019500000000000073,0.09999999999999964,-8.0,-0.009999999999999787,0.09999999999999987,0.49999999999999994,-32.0,0.13,1
0.6333333299999993,-0.014000000000000002,0.13,-0.0014799999999999258,-0.9000000000000004,1.0,0.1200000000000001,-3.0,0.59,2.0,-0.18,0
3.8333333299999985,-0.039999999999999994,0.13,-0.008620000000000072,-1.2000000000000002,-28.0,0.25,-9.5,0.36,-67.0,0.08000000000000002,1
0.93333333,-0.041999999999999996,-0.08999999999999997,-0.0020000000000000018,-0.2999999999999998,-17.0,-0.13999999999999968,0.5,0.53,-10.0,0.0,1
2.6333333299999993,-0.031000000000000003,0.11000000000000004,-0.0038000000000000256,-0.40000000000000036,-16.0,-0.23999999999999977,0.09999999999999987,0.3899999999999999,-45.0,-0.010000000000000009,0
-0.8000000000000007,0.006999999999999999,0.19,0.0026599999999999957,1.9000000000000004,1.0,-0.18999999999999995,1.2999999999999998,0.16000000000000003,77.0,0.02999999999999997,0
1.4000000000000004,0.0040000000000000036,0.16999999999999998,-0.00550000000000006,0.2999999999999998,-3.0,0.06999999999999984,-12.2,0.14,-15.0,0.09999999999999998,1
-0.40000000000000036,0.013999999999999999,0.18,0.00039999999999995595,1.4000000000000004,28.0,-0.10000000000000009,-3.4000000000000004,0.23000000000000004,81.0,-0.06,0
1.5999999999999996,-0.018000000000000002,0.12,-0.0045000000000000595,0.2999999999999998,-17.0,0.16000000000000014,-10.899999999999999,0.16000000000000003,0.0,0.03999999999999998,1
0.09999999999999964,0.019000000000000003,0.18,0.0011799999999999589,0.20000000000000018,9.0,0.1200000000000001,1.0999999999999999,-0.040000000000000036,98.0,0.05999999999999997,1
-0.5999999999999996,0.010000000000000002,0.14999999999999997,0.0019799999999998708,0.6000000000000005,2.0,0.06000000000000005,1.0999999999999999,-0.10999999999999999,81.0,0.07999999999999999,1
-0.8000000000000007,0.009000000000000001,0.27999999999999997,0.0020499999999999963,1.7999999999999998,10.0,-0.08000000000000007,0.6999999999999997,0.19,64.0,0.14999999999999997,1
-1.9000000000000004,0.013999999999999999,0.20999999999999996,0.0025200000000000777,0.7999999999999998,19.0,0.04999999999999982,-2.4000000000000004,0.28,98.0,-0.16000000000000003,0
1.299999999999999,-0.011999999999999997,0.20999999999999996,-0.0046200000000000685,0.5,-10.0,0.17999999999999972,-8.899999999999999,0.050000000000000044,29.0,0.09999999999999998,1
-1.5999999999999996,-0.013999999999999999,-0.010000000000000009,0.0020000000000000018,1.4000000000000004,1.0,-0.20999999999999996,1.0999999999999999,0.22000000000000003,86.0,0.019999999999999962,1
0.09999999999999964,-0.0030000000000000027,0.19,0.00019999999999997797,1.2999999999999998,2.0,-0.31000000000000005,0.6999999999999997,0.07999999999999996,51.0,0.009999999999999953,0
-2.5333333299999996,0.028,0.07999999999999996,0.0040000000000000036,1.7000000000000002,18.0,-0.07000000000000028,0.5999999999999999,-0.30999999999999994,96.0,0.019999999999999962,1
-2.4000000000000004,0.005999999999999998,-0.10999999999999999,0.005759999999999987,0.5,10.0,-0.1299999999999999,6.7,-0.010000000000000009,85.0,0.010000000000000009,0
-0.1999999999999993,0.0030000000000000027,-0.13,-0.0024000000000000687,-1.1000000000000005,6.0,0.1299999999999999,-6.8,-0.030000000000000027,-7.0,0.08000000000000002,0
-2.0,0.012999999999999998,-0.12,0.0034999999999999476,0.0,37.0,-0.040000000000000036,2.0,0.06,89.0,-0.07999999999999996,0
0.0,-0.019000000000000003,-0.18,-0.0014000000000000679,-1.1000000000000005,-8.0,0.2200000000000002,-5.499999999999999,-0.010000000000000009,8.0,0.020000000000000018,0
-1.5,0.018000000000000002,-0.12,0.0042799999999999505,-1.2000000000000002,18.0,0.18000000000000016,6.5,-0.21000000000000008,106.0,0.04000000000000001,1
-2.1999999999999993,0.009000000000000001,-0.15000000000000002,0.005079999999999862,-0.7999999999999998,11.0,0.1200000000000001,6.5,-0.28,89.0,0.060000000000000026,0
-2.4000000000000004,0.008,-0.020000000000000018,0.005149999999999988,0.39999999999999947,19.0,-0.020000000000000018,6.1,0.019999999999999962,72.0,0.13,0
-3.5,0.012999999999999998,-0.09000000000000002,0.005620000000000069,-0.6000000000000005,28.0,0.10999999999999988,3.0,0.10999999999999999,106.0,-0.18,0
-0.3000000000000007,-0.012999999999999998,-0.09000000000000002,-0.0015200000000000768,-0.9000000000000004,-1.0,0.23999999999999977,-3.499999999999999,-0.12,37.0,0.08000000000000002,0
-3.1999999999999993,-0.015,-0.31,0.005099999999999993,0.0,10.0,-0.1499999999999999,6.5,0.04999999999999999,94.0,0.0,0
-1.5,-0.0040000000000000036,-0.10999999999999999,0.0032999999999999696,-0.10000000000000053,11.0,-0.25,6.1,-0.09000000000000008,59.0,-0.010000000000000009,0
-4.133333329999999,0.027,-0.22000000000000003,0.007099999999999995,0.2999999999999998,27.0,-0.010000000000000231,6.0,-0.48,104.0,0.0,0
-1.5999999999999996,-0.0010000000000000009,-0.3,0.0030999999999999917,-1.4000000000000004,9.0,0.06000000000000005,5.4,-0.17000000000000004,8.0,-0.019999999999999962,0
-1.0,0.010999999999999996,-0.12999999999999998,0.0042999999999999705,-0.09999999999999964,-3.0,0.0,8.0,-0.10999999999999999,10.0,0.010000000000000009,0
1.200000000000001,0.008,-0.15,-0.0038600000000000856,-1.7000000000000002,-7.0,0.2599999999999998,-5.5,-0.13,-82.0,0.08000000000000002,1
-0.5999999999999996,0.017999999999999995,-0.13999999999999999,0.0020399999999999308,-0.5999999999999996,24.0,0.08999999999999986,3.3,-0.03999999999999998,14.0,-0.07999999999999996,0
1.4000000000000004,-0.014000000000000005,-0.19999999999999998,-0.0028600000000000847,-1.7000000000000002,-21.0,0.3500000000000001,-4.199999999999999,-0.10999999999999999,-67.0,0.020000000000000018,1
-0.09999999999999964,0.023,-0.13999999999999999,0.0028199999999999337,-1.7999999999999998,5.0,0.31000000000000005,7.8,-0.31000000000000005,31.0,0.04000000000000001,1
-0.7999999999999989,0.013999999999999999,-0.17,0.0036199999999998456,-1.3999999999999995,-2.0,0.25,7.8,-0.38,14.0,0.060000000000000026,1
-1.0,0.012999999999999998,-0.04000000000000001,0.003689999999999971,-0.20000000000000018,6.0,0.10999999999999988,7.4,-0.08000000000000002,-3.0,0.13,1
-2.0999999999999996,0.017999999999999995,-0.11000000000000001,0.0041600000000000525,-1.2000000000000002,15.0,0.23999999999999977,4.3,0.010000000000000009,31.0,-0.18,0
1.0999999999999996,-0.008,-0.11000000000000001,-0.0029800000000000937,-1.5,-14.0,0.36999999999999966,-2.1999999999999993,-0.21999999999999997,-38.0,0.08000000000000002,1
-1.799999999999999,-0.010000000000000002,-0.32999999999999996,0.0036399999999999766,-0.5999999999999996,-3.0,-0.020000000000000018,7.8,-0.04999999999999999,19.0,0.0,1
-0.09999999999999964,0.000999999999999994,-0.12999999999999998,0.0018399999999999528,-0.7000000000000002,-2.0,-0.1200000000000001,7.4,-0.19000000000000006,-16.0,-0.010000000000000009,0
-2.733333329999999,0.032,-0.24000000000000002,0.005639999999999978,-0.2999999999999998,14.0,0.11999999999999966,7.3,-0.58,29.0,0.0,1
-0.1999999999999993,0.003999999999999997,-0.31999999999999995,0.0016399999999999748,-2.0,-4.0,0.18999999999999995,6.7,-0.27,-67.0,-0.019999999999999962,1
1.4000000000000004,0.0049999999999999975,-0.01999999999999999,-0.0014600000000000168,-0.5999999999999996,-13.0,0.1299999999999999,1.2999999999999998,-0.09999999999999998,-75.0,0.0,1
-0.40000000000000036,-0.012000000000000004,0.06,0.0020000000000000018,1.1000000000000005,10.0,-0.56,5.9,0.06000000000000005,15.0,-0.03,0
1.8000000000000007,-0.015,0.03999999999999998,-0.006160000000000054,-0.5,6.0,-0.30000000000000027,-7.6,0.040000000000000036,-77.0,0.04000000000000001,1
0.0,-0.0050000000000000044,0.04999999999999999,-0.000260000000000038,0.6000000000000005,37.0,-0.4700000000000002,1.2000000000000002,0.13000000000000006,19.0,-0.11999999999999997,0
2.0,-0.037000000000000005,-0.010000000000000009,-0.005160000000000053,-0.5,-8.0,-0.20999999999999996,-6.299999999999999,0.06000000000000005,-62.0,-0.01999999999999999,1
0.5,0.0,0.04999999999999999,0.0005199999999999649,-0.5999999999999996,18.0,-0.25,5.7,-0.14,36.0,0.0,1
-0.1999999999999993,-0.009000000000000001,0.019999999999999962,0.0013199999999998768,-0.1999999999999993,11.0,-0.31000000000000005,5.7,-0.20999999999999996,19.0,0.020000000000000018,1
-0.40000000000000036,-0.010000000000000002,0.14999999999999997,0.0013900000000000023,1.0,19.0,-0.4500000000000002,5.300000000000001,0.09000000000000002,2.0,0.09,1
-1.5,-0.0050000000000000044,0.07999999999999996,0.0018600000000000838,0.0,28.0,-0.3200000000000003,2.2,0.18000000000000005,36.0,-0.22,0
1.6999999999999993,-0.031,0.07999999999999996,-0.005280000000000062,-0.2999999999999998,-1.0,-0.1900000000000004,-4.299999999999999,-0.04999999999999993,-33.0,0.04000000000000001,1
-1.1999999999999993,-0.033,-0.14,0.0013400000000000079,0.6000000000000005,10.0,-0.5800000000000001,5.7,0.12000000000000005,24.0,-0.04000000000000001,1
0.5,-0.022000000000000006,0.06,-0.00046000000000001595,0.5,11.0,-0.6800000000000002,5.300000000000001,-0.020000000000000018,-11.0,-0.05000000000000002,0
-2.1333333299999993,0.008999999999999998,-0.050000000000000044,0.0033400000000000096,0.9000000000000004,27.0,-0.4400000000000004,5.2,-0.4099999999999999,34.0,-0.04000000000000001,1
0.40000000000000036,-0.019000000000000003,-0.13,-0.0006599999999999939,-0.7999999999999998,9.0,-0.3700000000000001,4.6000000000000005,-0.09999999999999998,-62.0,-0.05999999999999997,1
2.0,-0.018000000000000002,0.16999999999999998,-0.0037599999999999856,0.6000000000000005,0.0,-0.43000000000000016,-0.7999999999999998,0.07000000000000006,-70.0,-0.04000000000000001,1
0.5999999999999996,-0.023,0.18999999999999997,-0.0022999999999999687,1.2000000000000002,13.0,-0.56,-2.0999999999999996,0.17000000000000004,5.0,-0.04000000000000001,1
1.4000000000000004,-0.012000000000000004,-0.009999999999999953,-0.00019999999999997797,0.6000000000000005,-6.0,-0.27,3.9000000000000004,0.09999999999999998,-3.0,-0.010000000000000009,1
3.6000000000000014,-0.015,-0.02999999999999997,-0.008360000000000034,-1.0,-10.0,-0.010000000000000231,-9.6,0.07999999999999996,-95.0,0.06,1
1.8000000000000007,-0.0050000000000000044,-0.019999999999999962,-0.0024600000000000177,0.10000000000000053,21.0,-0.18000000000000016,-0.7999999999999998,0.16999999999999998,1.0,-0.09999999999999998,1
3.8000000000000007,-0.037000000000000005,-0.07999999999999996,-0.007360000000000033,-1.0,-24.0,0.08000000000000007,-8.299999999999999,0.09999999999999998,-80.0,0.0,1
2.3000000000000007,0.0,-0.019999999999999962,-0.0016800000000000148,-1.0999999999999996,2.0,0.040000000000000036,3.7,-0.10000000000000009,18.0,0.01999999999999999,1
1.6000000000000014,-0.009000000000000001,-0.04999999999999999,-0.0008800000000001029,-0.6999999999999993,-5.0,-0.020000000000000018,3.7,-0.17000000000000004,1.0,0.04000000000000001,1
1.4000000000000004,-0.010000000000000002,0.08000000000000002,-0.0008099999999999774,0.5,3.0,-0.16000000000000014,3.3000000000000003,0.12999999999999995,-16.0,0.10999999999999999,1
0.3000000000000007,-0.0050000000000000044,0.010000000000000009,-0.00033999999999989594,-0.5,12.0,-0.03000000000000025,0.20000000000000018,0.21999999999999997,18.0,-0.2,1
3.5,-0.031,0.010000000000000009,-0.007480000000000042,-0.7999999999999998,-17.0,0.09999999999999964,-6.299999999999999,-0.010000000000000009,-51.0,0.06,1
0.6000000000000014,-0.033,-0.20999999999999996,-0.0008599999999999719,0.10000000000000053,-6.0,-0.29000000000000004,3.7,0.15999999999999998,6.0,-0.020000000000000018,1
2.3000000000000007,-0.022000000000000006,-0.009999999999999953,-0.0026599999999999957,0.0,-5.0,-0.3900000000000001,3.3000000000000003,0.019999999999999907,-29.0,-0.030000000000000027,1
-0.33333332999999854,0.008999999999999998,-0.12,0.0011400000000000299,0.40000000000000036,11.0,-0.15000000000000036,3.2,-0.37,16.0,-0.020000000000000018,1
2.200000000000001,-0.019000000000000003,-0.19999999999999996,-0.0028599999999999737,-1.2999999999999998,-7.0,-0.08000000000000007,2.6000000000000005,-0.06000000000000005,-80.0,-0.03999999999999998,1
3.8000000000000007,-0.018000000000000002,0.10000000000000003,-0.005959999999999965,0.10000000000000053,-16.0,-0.14000000000000012,-2.8,0.10999999999999999,-88.0,-0.020000000000000018,1
2.4000000000000004,-0.023,0.12000000000000002,-0.0044999999999999485,0.7000000000000002,-3.0,-0.27,-4.1,0.20999999999999996,-13.0,-0.020000000000000018,1
1.8000000000000007,0.0,-0.06999999999999995,-0.0021999999999999797,-0.5,-16.0,0.29000000000000004,-2.0,0.039999999999999925,-18.0,0.01999999999999999,1
-2.0999999999999996,0.13199999999999998,0.5700000000000001,0.0024399999999998867,1.2999999999999998,1.0,-0.43999999999999995,0.3999999999999999,0.020000000000000018,-2.0,0.08000000000000002,0
0.10000000000000142,0.129,0.55,-0.005720000000000169,-0.3000000000000007,-3.0,-0.18000000000000016,-13.1,0.0,-94.0,0.15000000000000002,0
-1.6999999999999993,0.13899999999999998,0.56,0.00017999999999984695,0.7999999999999998,28.0,-0.3500000000000001,-4.300000000000001,0.09000000000000002,2.0,-0.009999999999999953,0
0.3000000000000007,0.10699999999999998,0.5,-0.0047200000000001685,-0.3000000000000007,-17.0,-0.08999999999999986,-11.799999999999999,0.020000000000000018,-79.0,0.09000000000000002,0
-1.1999999999999993,0.144,0.56,0.0009599999999998499,-0.40000000000000036,9.0,-0.1299999999999999,0.19999999999999996,-0.18000000000000005,19.0,0.11000000000000001,1
-1.8999999999999986,0.13499999999999998,0.53,0.0017599999999997618,0.0,2.0,-0.18999999999999995,0.19999999999999996,-0.25,2.0,0.13000000000000003,0
-2.0999999999999996,0.13399999999999998,0.6599999999999999,0.0018299999999998873,1.1999999999999993,10.0,-0.33000000000000007,-0.20000000000000018,0.04999999999999999,-15.0,0.2,0
-3.1999999999999993,0.13899999999999998,0.59,0.0022999999999999687,0.1999999999999993,19.0,-0.20000000000000018,-3.3000000000000003,0.14,19.0,-0.10999999999999999,0
0.0,0.11299999999999999,0.59,-0.0048400000000001775,-0.10000000000000053,-10.0,-0.07000000000000028,-9.799999999999999,-0.08999999999999997,-50.0,0.15000000000000002,0
-2.8999999999999986,0.11099999999999999,0.37,0.0017799999999998928,0.7999999999999998,1.0,-0.45999999999999996,0.19999999999999996,0.08000000000000002,7.0,0.07,0
-1.1999999999999993,0.12199999999999998,0.5700000000000001,-2.0000000000131024e-05,0.6999999999999993,2.0,-0.56,-0.20000000000000018,-0.06000000000000005,-28.0,0.06,0
-3.8333333299999985,0.153,0.45999999999999996,0.0037799999999998946,1.0999999999999996,18.0,-0.3200000000000003,-0.30000000000000004,-0.44999999999999996,17.0,0.07,0
-1.299999999999999,0.12499999999999999,0.38,-0.000220000000000109,-0.6000000000000005,0.0,-0.25,-0.8999999999999999,-0.14,-79.0,0.050000000000000044,0
0.3000000000000007,0.126,0.6799999999999999,-0.0033200000000001006,0.7999999999999998,-9.0,-0.31000000000000005,-6.300000000000001,0.030000000000000027,-87.0,0.07,1
-1.0999999999999996,0.121,0.7,-0.0018600000000000838,1.3999999999999995,4.0,-0.43999999999999995,-7.6,0.13,-12.0,0.07,0
-1.6999999999999993,0.144,0.51,0.00043999999999988493,0.1999999999999993,-9.0,0.1200000000000001,-5.5,-0.040000000000000036,-17.0,0.11000000000000001,0
-3.5,0.144,0.58,0.0026399999999998647,0.6999999999999993,7.0,-0.16999999999999993,-3.5000000000000004,-0.07999999999999996,1.0,0.09000000000000002,0
-1.5,0.006999999999999999,0.5900000000000001,0.006360000000000032,4.3999999999999995,-15.0,-0.36999999999999966,5.2,0.030000000000000027,23.0,0.18,0
0.7000000000000011,0.0040000000000000036,0.5700000000000001,-0.0018000000000000238,2.799999999999999,-19.0,-0.10999999999999988,-8.3,0.010000000000000009,-69.0,0.25,0
-1.0999999999999996,0.013999999999999999,0.5800000000000001,0.0040999999999999925,3.8999999999999995,12.0,-0.2799999999999998,0.5,0.10000000000000003,27.0,0.09000000000000002,0
0.9000000000000004,-0.018000000000000002,0.52,-0.0008000000000000229,2.799999999999999,-33.0,-0.019999999999999574,-6.999999999999999,0.030000000000000027,-54.0,0.19,0
-0.5999999999999996,0.019000000000000003,0.5800000000000001,0.0048799999999999955,2.6999999999999993,-7.0,-0.05999999999999961,5.0,-0.17000000000000004,44.0,0.21,0
-1.299999999999999,0.010000000000000002,0.55,0.005679999999999907,3.0999999999999996,-14.0,-0.11999999999999966,5.0,-0.24,27.0,0.23,0
-1.5,0.009000000000000001,0.6799999999999999,0.005750000000000033,4.299999999999999,-6.0,-0.2599999999999998,4.6,0.06,10.0,0.3,0
-2.5999999999999996,0.013999999999999999,0.61,0.006220000000000114,3.299999999999999,3.0,-0.1299999999999999,1.5,0.15000000000000002,44.0,-0.010000000000000009,0
